topic_id,token_order,token_value,token
2,20,8.036243874532037,authorized read
2,21,7.980106799965487,intended use
2,22,7.957754858269125,retransmission
2,23,7.942408920540982,delete original
2,24,7.936507414043206,accenture
3,00,10.749751517958181,economy
3,01,8.733276585978237,buy power
3,02,8.321584484621654,pacific northwest
3,03,8.057370201710665,edf
3,04,7.687287028146985,thinks
3,05,7.638565626787256,shutdowns
3,06,7.240173429777352,mess
3,07,7.206022981157589,heat rate
3,08,7.171742976482707,hurt
3,09,7.110774446459285,tcf
3,10,7.038062726769551,drunk
3,11,6.963187932020002,things going
3,12,6.782781452823841,cats
3,13,6.615303917279459,kid
3,14,6.455710068963357,dance
3,15,6.401887005029153,crazy
3,16,6.047444989028193,like said
3,17,6.030821916482962,fault
3,18,5.99487627848994,far away
3,19,5.799690458311293,notion
3,20,5.749331527485322,tend
3,21,5.717481982389398,threw
3,22,5.676657863543762,sleep
3,23,5.661035697960884,shifted
3,24,5.658578017523938,secrecy
4,00,14.391424991848854,mw
4,01,12.999963572090996,hourahead
4,02,12.905498208639592,hedge
4,03,12.569878012225216,caiso
4,04,12.266115978762706,customer service
4,05,11.96400570201326,aluminum
4,06,11.531583607579586,wholesale market
4,07,11.215441026392275,congestion
4,08,11.099472309215196,parsing
4,09,11.01241929451033,hour hourahead
4,10,10.854758310047526,ramping
4,11,10.839846313969424,unify
4,12,10.692791226540916,ancillary
4,13,10.401453141948654,aeco
4,14,10.20321973794123,sc trades
4,15,10.15080952007517,meh
4,16,10.05099110046574,new company
4,17,9.992135478698383,demand charge
4,18,9.950326613856078,load
4,19,9.87581727440208,pdf
4,20,9.849398511522232,data iso
4,21,9.773928002506537,icap
4,22,9.76627275265674,divisions
4,23,9.59864862409199,price risk
4,24,9.554805226336443,pget
5,00,10.074324872554023,courses
5,01,9.798788446979128,recruiting
5,02,9.718686497824773,modeling
5,03,9.70610869074154,standing
5,04,9.695231094203915,effectiveness
5,05,9.694805347319637,skills
5,06,9.501182717134077,associate
5,07,9.329915958565927,rebate
5,08,8.929422679414953,analytical
5,09,8.800886961011393,venezuela
5,10,8.570163245141153,vertical
5,11,8.363011817177183,rank
5,12,8.26260843884519,hisher
5,13,8.257159747289148,perspectives
5,14,8.230178619857607,eott
5,15,8.192873817494586,transredes
5,16,8.068211292693977,analystassociate
5,17,7.979547450355446,vision values
5,18,7.760006062170294,attendance
5,19,7.688500781274034,action plan
5,20,7.681717051799641,interviewers
5,21,7.489061549096611,increment
5,22,7.302673873599795,communication skills
5,23,7.166102899401349,theriot
5,24,7.133992631703173,mw new
6,00,11.92758112407634,watch
6,01,11.398131867716055,sister
6,02,10.45887845086665,dinner
6,03,10.137946013559151,antitrust
6,04,10.135294148387715,blank
6,05,9.629872705487866,tonight
6,06,9.218095519959604,tel
6,07,9.178708647660574,later noon
6,08,9.176004876331387,wedding
6,09,8.923018298637901,camp
6,10,8.884475148884238,art
6,11,8.763812573143365,rockets
6,12,8.750175576891293,blood
6,13,8.584277258232508,ages
6,14,8.536892863833678,hair
6,15,8.510346849550784,vpp
6,16,8.496619211416323,ranch
6,17,8.45684388926875,bowl
6,18,8.453902966882467,pair
6,19,8.403124176807983,shirt
6,20,8.384392737491169,wanted know
6,21,8.369658224822828,crowd
6,22,8.35892918184115,bottle
6,23,8.343607654811159,cafe
6,24,8.338811597841561,donation
7,00,9.569213654991891,formula
7,01,9.515869047393615,conservative
7,02,9.505707004578905,hikes
7,03,9.323552765466706,bcf day
7,04,8.9915089032385,upward
7,05,8.907848407432876,retail market
7,06,8.864581478242474,mixed
7,07,8.717495589263507,temptation
7,08,8.679993648898751,sits
7,09,8.214719110357091,good luck
7,10,8.213085563050097,handful
7,11,8.170425365800444,colder
7,12,8.167502390239147,frontline
7,13,8.053574167048124,gs
7,14,8.032982122438693,corners
7,15,8.021437123093694,outrage
7,16,7.881211385339871,halt
7,17,7.8157693300061934,cheap
7,18,7.739015539646151,good news
7,19,7.677438137936476,lying
7,20,7.474350870205496,remains seen
7,21,7.414324637743592,subject weather
7,22,7.391238683792738,annoying
7,23,7.351598097284466,fights
7,24,7.306671464094324,ver
8,00,14.5074175370141,helped
8,01,13.945684582848177,principal
8,02,13.368208744733462,addresses
8,03,12.931287986916573,schedules
8,04,12.36113743142419,basics
8,05,12.09253782324745,ees subject
8,06,11.919383677649268,existed
8,07,11.816410723433638,log messages
8,08,11.403799257125346,indexes
8,09,11.110011236900743,subject draft
8,10,11.101673403627082,keystone
8,11,10.854944770693978,price submitted
8,12,10.759753279367942,died
8,13,10.660626847488377,waha
8,14,10.60236897434435,variable
8,15,10.495353594185957,auditors
8,16,10.45972624660477,option exercise
8,17,10.349973090018747,mississippi
8,18,10.20172335402884,ees pm
8,19,10.184307874325611,baseload
8,20,9.925585575969446,crcommunications caisocom
8,21,9.861562306652923,ngi
8,22,9.756250739338945,university texas
8,23,9.689388198455365,hampshire
8,24,9.477063844198236,new hampshire
9,00,11.729985406519768,flight
9,01,10.211087242483238,capital trade
9,02,10.163785331350514,trade resources
9,03,9.827924597615645,cookhouect
9,04,9.65246280095892,cc bcc
9,05,9.650461214598401,cookhouect ect
9,06,9.479282985982845,bcc
9,07,9.053368080976021,publishing
9,08,8.933494847615659,ect cookhouect
9,09,8.315881385145087,forwarded shackletonhouect
9,10,8.015174778734231,speaks
9,11,7.775609191896587,pm capital
9,12,7.6532337525567815,stdolelink
9,13,7.364961501120086,pm taylorhouect
9,14,6.84280429923672,forsterlonect
9,15,6.834385507931788,shackletonhouect pm
9,16,6.784867551040572,embedded stdolelink
9,17,6.780183809360969,mday
9,18,6.773727388591851,pm symespdxect
9,19,6.7616397354460345,gmssrcom
9,20,6.632172356311127,tax department
9,21,6.409567669172859,forsterlonect ect
9,22,6.352322324462784,mday gmssrcom
9,23,5.818945205410387,zufferli subject
9,24,5.802382177170335,mcfarland
10,00,11.565681546421061,dissemination distribution
10,01,11.47251257816443,error immediately
10,02,11.427520161656723,lobby
10,03,11.402005153759557,duration
10,04,11.384814579890072,bridge
10,05,11.091060516464282,invitation
10,06,10.798486546987531,power crisis
10,07,10.718530453328613,corp pm
10,08,10.55966787811991,contain information
10,09,10.514806353861982,metoyer
10,10,10.348612320549083,deferral
10,11,10.279324867824123,distribution copying
10,12,10.216254972892102,energy contracts
10,13,10.213449817108849,continue receive
10,14,10.156364671417759,os
10,15,9.86304201631232,group company
10,16,9.861373974047368,provide comments
10,17,9.854830157906651,pg national
10,18,9.490700218903124,taxable
10,19,9.473368891827704,company pacific
10,20,9.345504564321892,change notice
10,21,9.236028133878488,services utility
10,22,9.160210305442572,promissory
10,23,9.149201721182045,nox
10,24,9.076186941114798,information intended
11,00,11.442369695319957,pt
11,01,11.396591285879586,server
11,02,11.04909574274582,pager
11,03,10.432162309470886,advertisement
11,04,10.311691785088787,backout
11,05,10.239625110363763,imbalance
11,06,10.141742579553146,reductions
11,07,10.13077859795031,buy sell
11,08,10.126859394575943,energy prices
11,09,10.049536397598041,upgrades
11,10,9.952494502586642,energy group
11,11,9.788531200864572,headline
11,12,9.503437778017458,mtbe
11,13,9.491636222588689,cheaper
11,14,9.270072018041887,offpeak
11,15,9.22984129019139,market california
11,16,9.190190163066127,market report
11,17,9.083668198706885,nov
11,18,8.990169437226974,probe
11,19,8.927237833367428,registration form
11,20,8.803856211458115,glance
11,21,8.79707162020438,refresh
11,22,8.747027098052829,sending email
11,23,8.72378855784643,conserve
11,24,8.711049910346041,hate
12,00,8.778781566974352,profitability
12,01,8.742951368588189,egm
12,02,8.686224083692842,chief operating
12,03,8.670440538466238,operating officer
12,04,8.461789302041364,lng
12,05,8.401003027669557,ip
12,06,8.278794586452468,ecommerce
12,07,8.239807433549537,nuggets notes
12,08,8.226382596573899,chief technology
12,09,8.180946798480242,pe
12,10,8.179376188477693,technology officer
12,11,7.957563092827518,profiles
12,12,7.863836809005848,government affairs
12,13,7.8372923282225075,discharge
12,14,7.622045761484658,premier
12,15,7.560315304539489,equities
12,16,7.549492027316859,congratulating new
12,17,7.34622033905486,incorrect
12,18,7.331053885389102,business model
12,19,7.326686260350511,customer base
12,20,7.302906348961109,announce following
12,21,7.281879798551809,central america
12,22,7.2492268662249915,midmarket
12,23,7.1513335057507295,individuals new
12,24,7.141243550647031,lending
13,00,14.048008609171553,origination
13,01,13.169262125242842,enronxgate pm
13,02,13.049458732340252,efficient
13,03,12.377521386035808,letter agreement
13,04,12.191373410027103,enronxgate
13,05,11.99016295715881,following information
13,06,11.546310166394125,forward seeing
13,07,11.41105904638572,amerex
13,08,11.34731882296424,shoes
13,09,11.173980112198791,need assistance
13,10,11.113391581917977,enronxgate cc
13,11,10.830561465633156,confirmations
13,12,10.664841483737032,revert
13,13,10.51548367991239,peoples energy
13,14,10.514214088482152,financial statements
13,15,10.418075110331596,smithenron
13,16,10.342107789937335,smithenron enronxgate
13,17,10.240663107625307,russian
13,18,10.19286675909991,california border
13,19,10.190339223984992,tier
13,20,10.170570885238988,reorganization
13,21,10.14909930995173,hurricane
13,22,9.939916918277698,global risk
13,23,9.902984577889772,tco
13,24,9.678505370463194,turkish
14,00,13.736428406039552,omni
14,01,9.676214901355575,correctly
14,02,8.294972236546016,claimed
14,03,8.269863138258769,spanish
14,04,7.855534628625953,police
14,05,7.698230073855286,window
14,06,7.674319879909093,ya
14,07,7.485640694258134,need make
14,08,7.319677426823661,wearing
14,09,6.975932589219289,programme
14,10,6.63059448779956,error error
14,11,6.496684720744731,forward hearing
14,12,6.1758037610920775,netco
14,13,6.145326526564931,looking forward
14,14,6.140937315485915,netscape
14,15,6.066444873460583,parks
14,16,6.057098233842717,monitors
14,17,5.913469013961645,getting ready
14,18,5.852462328952754,click save
14,19,5.760463122832332,hook
14,20,5.5455571414817175,ideally
14,21,5.515072833794143,refunded
14,22,5.4503563181461825,fraction
14,23,5.414798474236037,counting
14,24,5.372027054125872,enjoying
15,00,13.404014536326326,unknown database
15,01,12.891262915393206,perform operation
15,02,12.890045553781448,closed database
15,03,12.890045553781448,operation closed
15,04,12.889600284575659,error perform
15,05,12.482428810688102,scheduled outages
15,06,12.271756727833553,ct
15,07,11.67131624786563,ct pm
15,08,11.596920013317476,pt pm
15,09,11.283675296150363,pm ct
15,10,11.232608686116869,environments impacted
15,11,11.21086251705076,sitara
15,12,11.202916519406871,pm pt
15,13,11.049714816619996,data center
15,14,10.579097788089083,alumni
15,15,10.54269902368863,indicative
15,16,10.236738633778941,pm outage
15,17,10.230390558007793,impact corp
15,18,10.12492865798789,senron subject
15,19,10.03277393512284,database error
15,20,9.715620837821337,hplc
15,21,9.6750400254037,operations scheduled
15,22,9.637270620914247,facility operations
15,23,9.582561564153515,sheetal
15,24,9.498695196953769,pt outage
16,00,13.87936069917453,emissions
16,01,13.729244704699038,regulation
16,02,13.196275523233794,fare
16,03,12.264136394641003,feb
16,04,11.51592815279643,ref
16,05,11.269853265914877,aircraft
16,06,11.199384203760133,jan
16,07,11.17388485851169,years ago
16,08,10.857720091523571,voice mail
16,09,10.586786526619193,houston tx
16,10,10.482436750661432,ball
16,11,10.385509328776038,nw
16,12,10.089224478297641,iah
16,13,9.977511146857273,depart
16,14,9.932518304950426,laid
16,15,9.771948504018685,verizon
16,16,9.721302967306071,telephone fax
16,17,9.66707046800548,itinerary
16,18,9.346358284553508,strikes
16,19,9.344628950993403,vitol
16,20,9.241536585629913,hrs
16,21,9.232429958136708,free download
16,22,9.187532910348482,msn explorer
16,23,9.178805280969968,download msn
16,24,9.159659989659188,aolcom aolcom
17,00,15.834646853797384,meter
17,01,15.747815051811529,br
17,02,13.223563278702208,br br
17,03,12.848755861645733,matthewlenhart
17,04,12.825044446440135,matthewlenhart enroncom
17,05,12.347265468763343,variances
17,06,11.74171127365831,cn
17,07,11.304987476701536,final schedulestxt
17,08,11.304987476701536,schedulingiso final
17,09,11.304987476701536,schedulingiso
17,10,11.304987476701536,schedulestxt
17,11,11.304987476701536,file schedulingiso
17,12,11.288207904755932,parsing file
17,13,11.27115451143816,messages parsing
17,14,10.683245455096216,boy
17,15,10.682523302206771,header
17,16,10.65600895499057,variances detected
17,17,10.378791868216377,hourahead hour
17,18,10.350889432260793,font br
17,19,10.32539686187223,final epmi
17,20,10.313273547697936,engy
17,21,10.164765537560285,iep
17,22,10.106651819355486,hour preferred
17,23,10.106651819355486,variance table
17,24,10.082859957927191,schedules awarded
18,00,14.126283181591837,million round
18,01,11.95077756227505,energy efficiency
18,02,11.048955933121483,isda
18,03,10.908639888354234,research group
18,04,10.88809769765947,said raised
18,05,10.630480048336675,commodity futures
18,06,10.513127036129148,round funding
18,07,10.399419317953322,interviews
18,08,10.225543212324755,use dissemination
18,09,10.206500775927603,bnp
18,10,10.186877662489234,paribas
18,11,10.031846350551746,tibco
18,12,9.995302677630999,recipient notify
18,13,9.935286388384974,venture partners
18,14,9.879686901530215,par
18,15,9.865990825560427,unleaded
18,16,9.763686675019233,bnp paribas
18,17,9.746437727476295,au
18,18,9.612334563430743,fcc
18,19,9.344418028266439,email know
18,20,9.17829526975347,pm joneshouect
18,21,9.133368760559343,skipping
18,22,9.12281623040824,nymex access
18,23,9.048994425676288,associates analysts
18,24,8.83166073590147,subject isda
19,00,13.93160310257913,industrial
19,01,12.352652592212984,speech
19,02,11.600917551315515,men
19,03,11.048756656691978,gathering
19,04,10.805093926795863,effectively
19,05,10.737897861451529,capacity release
19,06,10.581665361411819,wine
19,07,10.536051384101533,chances
19,08,10.372031326630568,burden
19,09,10.329268681383377,edition
19,10,10.157353927120143,men women
19,11,10.11503176457941,editorial
19,12,9.976808395420862,general manager
19,13,9.909944973448411,crm
19,14,9.864862833706319,fresh
19,15,9.855299745730107,dry
19,16,9.800310855594299,void
19,17,9.779055731500721,powers
19,18,9.399202385953934,bonus
19,19,9.388326076035813,corrected
19,20,9.200950008373805,mining
19,21,9.188176976955623,proof
19,22,9.176547824021334,clearance
19,23,9.171737996155715,summit
19,24,9.137864209132957,rush
20,00,11.632864473819764,bracketthouect
20,01,11.53433780456962,variance
20,02,11.284232322757276,financial trading
20,03,11.064430841737522,ces
20,04,11.009476245368788,pm j
20,05,10.830197658289439,subject ena
20,06,10.726842465194748,subject revised
20,07,10.28999891176911,davieslonect
20,08,10.189786896119891,tx phone
20,09,10.07663568947267,davieslonect ect
20,10,9.963439571204807,conflicts
20,11,9.921155221764124,lu
20,12,9.810646488933177,ect davieslonect
20,13,9.781111428850574,ect sagerhouect
20,14,9.76386814819223,flynnhouect
20,15,9.645897017637292,portzhouect
20,16,9.6434761147719,cooperlonect
20,17,9.607381640391242,flynnhouect ect
20,18,9.561751092702444,paragraphs
20,19,9.461516091405992,forwarded shankmanhouect
20,20,9.442159347049913,cooperlonect ect
20,21,9.433394306398018,portzhouect ect
20,22,9.261177751547631,j kaminskihouect
20,23,9.240366229719093,breesehouect
20,24,9.23357234594761,kaminskihouect
21,00,11.36768679678608,engine
21,01,10.798330175548191,democrats
21,02,10.719156570750272,county
21,03,9.591267268297447,congress
21,04,9.114783341260063,gore
21,05,9.066529256523866,dispute
21,06,8.891968529849683,danger
21,07,8.824954064862283,virtual
21,08,8.638231359891883,greenhouse
21,09,8.530916687961485,gulf coast
21,10,8.502076783423059,workforce
21,11,8.488927462510807,argues
21,12,8.472866369416632,health care
21,13,8.170292529762438,argued
21,14,7.992256332029971,ak
21,15,7.966678691405176,british
21,16,7.956302058498848,military
21,17,7.886903056589653,fiber
21,18,7.794181519448903,dynamics
21,19,7.607442371369278,stream
21,20,7.589425326916751,power rates
21,21,7.573107679475253,controlled
21,22,7.566510312467161,daschle
21,23,7.546743868413517,public information
21,24,7.518302286967746,imposed
22,00,12.698844704406941,fund
22,01,11.889049535609058,nyse
22,02,10.031526727749716,shares
22,03,9.68239076947436,bonds
22,04,9.539582832836054,pr
22,05,9.519524253319581,seattle
22,06,8.777151747602566,repay
22,07,8.535543445337048,million second
22,08,8.531647850280844,chapter
22,09,8.423274642574537,arena
22,10,8.33915103054093,bankruptcy court
22,11,8.112662112169303,credit ratings
22,12,8.100125529725965,layoffs
22,13,8.046409983268529,capital markets
22,14,7.990396330639965,commercial paper
22,15,7.9718033392311485,rockies
22,16,7.881339722641821,notional value
22,17,7.752445950410993,financial services
22,18,7.659661321747802,investors
22,19,7.541402369592671,electricity natural
22,20,7.4688965168242705,submitting
22,21,7.463214802421644,news service
22,22,7.381537463344662,million shares
22,23,7.349832742419685,rebates
22,24,7.3019639610957245,investment grade
23,00,11.777700842521167,dpc
23,01,11.420587146509583,insufficient
23,02,10.331089817832728,california electricity
23,03,9.604898279538714,assembly
23,04,8.840433945534752,dwr
23,05,8.79595739337578,eei
23,06,8.50241403475303,state power
23,07,8.479043705811243,energy producers
23,08,8.341942537173093,energy secretary
23,09,8.335165450391212,erms
23,10,7.957915387505304,naturalgas
23,11,7.957512082573841,wholesale prices
23,12,7.829947323611151,pd
23,13,7.7752621531234825,pollution
23,14,7.740728997718545,circuit
23,15,7.470804752011009,bought sold
23,16,7.334551931690532,heating bills
23,17,7.070924349071963,funny
23,18,6.936874066521765,utilities said
23,19,6.869036991811852,stranded cost
23,20,6.765653736938133,utility customers
23,21,6.616722381506824,gouging
23,22,6.566202271495435,debated
23,23,6.549020770988644,year contract
23,24,6.5431106769067435,manipulate
24,00,9.621000818541662,coal
24,01,9.481316072782093,sectors
24,02,9.383653809194362,gov
24,03,9.285339410773107,gtc
24,04,9.1543609926302,executive vice
24,05,8.876610205965532,energy marketing
24,06,8.82092696948361,million year
24,07,8.733732077472826,aes
24,08,8.726723916250835,power california
24,09,8.456088843606704,power companies
24,10,8.410106869747022,exchanges
24,11,8.17887510130809,futures contract
24,12,8.17762459366853,monopoly
24,13,8.145848592806558,power industry
24,14,8.090070601913107,transmission distribution
24,15,7.83450545376125,chairman chief
24,16,7.656596626775319,bandwidth trading
24,17,7.6313620655252175,deregulating
24,18,7.573116281434021,energy policy
24,19,7.496393688657481,mirant
24,20,7.467881367453245,ipe
24,21,7.463468234449167,buyers sellers
24,22,7.399576634086912,power generation
24,23,7.392749760696673,eni
24,24,7.362455169208097,electricity trading
25,00,15.052167992542683,senron
25,01,12.304453496762598,communications communications
25,02,10.616461968071222,datetime
25,03,10.485211828218528,weldonhouect
25,04,10.485211828218528,v weldonhouect
25,05,10.11707777778339,nony
25,06,10.108015944428583,camposhouect
25,07,10.039011576920357,camposhouect ect
25,08,9.97821127127844,georgenaenron
25,09,9.928082137637537,kuykendallhouect
25,10,9.828291569764318,sharad
25,11,9.688146100597068,perlingiere
25,12,9.613203046230158,shalesh
25,13,9.590721171414268,communications cc
25,14,9.491907435825226,communications pm
25,15,9.47776972370773,kuykendallhouect ect
25,16,9.419062065073643,weldonhouect ect
25,17,9.270244530872347,ect camposhouect
25,18,9.173553210003345,humberto
25,19,8.89490985777461,hayslettfgtenron
25,20,8.827758482180649,information prior
25,21,8.827123000883425,milleret
25,22,8.825024004633129,kingenron
25,23,8.809746891434637,milleret senron
25,24,8.797034164027052,work hours
26,00,13.018742978772092,enroncom cc
26,01,12.427357957726407,isc
26,02,12.377147528414323,enroncom subject
26,03,12.29670432512993,pm enroncom
26,04,11.91994323637245,enroncom mailto
26,05,11.367937270290039,ibuyit
26,06,10.886724458572605,subject confidentiality
26,07,10.256157496066148,ibuyit payables
26,08,10.178405096523042,sarashackleton
26,09,10.15275394367399,sarashackleton enroncom
26,10,9.974427655396509,payables
26,11,9.932070436348845,vincejkaminski
26,12,9.778097949078164,vincejkaminski enroncom
26,13,9.753830745979583,goi
26,14,9.474575190620703,enroncom wrote
26,15,9.471283826141791,recoup
26,16,8.982060217387168,ipayit
26,17,8.766884325571208,tanajones
26,18,8.728210754508197,pmto
26,19,8.697681078372158,tanajones enroncom
26,20,8.567225710981653,richardbsanders
26,21,8.553543758973674,richardbsanders enroncom
26,22,8.513609455497171,woke
26,23,8.321557811050965,enroncom sarashackleton
26,24,8.30078014798342,unresolved
27,00,11.059675906327332,financially
27,01,9.809159937535167,green
27,02,9.63461818388473,ky
27,03,8.983383741513455,housing
27,04,8.441053245955837,consulting firm
27,05,8.428289138325471,ect investments
27,06,8.40549821427031,drilling
27,07,8.359560752141812,petrochemical
27,08,8.25959443531537,credit rating
27,09,8.25519043546728,ectric
27,10,8.231865195421419,llp
27,11,8.20866596870722,exploration
27,12,8.166740939905672,lc
27,13,8.10734707875281,adobe
27,14,8.09293136638348,contracted
27,15,7.952207271179715,debit
27,16,7.826672305942926,exelon
27,17,7.822248447692688,information complete
27,18,7.768640811271633,tax
27,19,7.6010650227024765,wells
27,20,7.519773364844598,fixed rate
27,21,7.473125916890377,higher rates
27,22,7.469987828939429,moratorium
27,23,7.380993111728968,lm
27,24,7.377651414014886,lease
28,00,14.408942397414373,font
28,01,13.202864019397067,dynegy
28,02,13.090465824645326,tw
28,03,11.522257260731585,amendment
28,04,10.604635051131591,purchaser
28,05,10.487724713521814,calpine
28,06,9.943154190114809,integration
28,07,9.880328040257915,escrow
28,08,9.408698566911037,revised draft
28,09,8.843559692894878,services agreement
28,10,8.440235574956423,renegotiating
28,11,8.43899871035265,possession
28,12,8.291923318994746,accurately
28,13,8.0257634598402,forwardlooking
28,14,7.99087995163071,issue resolved
28,15,7.956458541681561,agreement draft
28,16,7.84377005512309,tendered
28,17,7.82756125089987,mid office
28,18,7.676186828116601,agreement ena
28,19,7.674571596611354,assigns
28,20,7.492341094000367,specifications
28,21,7.263823319795463,assumption agreement
28,22,7.258706323565375,jury
28,23,7.251352200399896,nokia
28,24,7.239331578001662,isolated
29,00,11.075029171144035,legislative
29,01,10.980684265875151,generators
29,02,9.461178614698177,wholesale electricity
29,03,9.377677815956034,dow rights
29,04,9.27202712057552,copyright dow
29,05,9.190077871265686,calif
29,06,8.928936368631467,state government
29,07,8.90076198497908,federal energy
29,08,8.79424454852617,alleged
29,09,8.522601300395777,californians
29,10,8.363907806185502,california power
29,11,8.129936525959472,regulatory commission
29,12,8.12450248121954,federal government
29,13,7.865175984521489,energy commission
29,14,7.703995327339898,congressional
29,15,7.612515521522616,lobbying
29,16,7.4894982943988575,electricity rates
29,17,7.379250775790704,investigators
29,18,7.32143421408834,federal state
29,19,7.276942520750517,votes
29,20,7.261402078120735,price caps
29,21,7.182895989305069,western
29,22,7.062898899712293,board member
29,23,7.006530954335495,transmission lines
29,24,6.846433685273628,unplanned
30,00,15.820976756311879,epmi
30,01,14.929777396099293,senron cc
30,02,13.405397559786179,epmi term
30,03,13.060650617092747,appeared
30,04,13.023480460180446,expense
30,05,12.232231104854062,wti
30,06,11.80355675117656,birthday
30,07,11.588275694784702,tournament
30,08,11.206525632716247,concert
30,09,11.046186985172675,xms
30,10,10.839593570793763,ena public
30,11,10.83263677522084,pinnamaneni
30,12,10.746605825036895,pros
30,13,10.577333742089358,vols
30,14,10.524728783891454,reg
30,15,10.416757214264805,california epmi
30,16,10.22599543117473,pira
30,17,10.172217142383897,buyback
30,18,10.16069919434462,term southwest
30,19,10.086695054664638,term northwest
30,20,9.901576773743265,southwest epmi
30,21,9.671904743793974,total mwh
30,22,9.590847496793536,soccer
30,23,9.571637614779451,astros
30,24,9.50250846462254,reimbursements
31,00,11.995649407288333,district
31,01,10.523340715570026,litigation
31,02,10.347449279821085,appeals
31,03,10.25935119400565,collateral
31,04,9.941480863264436,lawyer
31,05,9.640567405606092,shippers
31,06,9.395602164178259,global assets
31,07,8.944633681887638,established
31,08,8.934400802092087,deemed
31,09,8.736018508509233,subsidiary
31,10,8.627521823363619,ppl
31,11,8.509322042427744,nyiso
31,12,8.493810597700651,ljm
31,13,8.47079882020084,holds
31,14,8.29740696932883,condition
31,15,8.009492907406202,instrument
31,16,7.949392072396491,chemicals
31,17,7.92755032374723,controversial
31,18,7.903581989509405,dayahead
31,19,7.794637012855037,second round
31,20,7.789302717429284,minority
31,21,7.7802128961022365,repayment
31,22,7.775567097218541,awarded
31,23,7.69963972131236,fixing
31,24,7.682427235099711,authorization
32,00,12.750986952620066,counterparty
32,01,11.868068825206944,master
32,02,11.49291027570856,oregon
32,03,10.752946069103505,na na
32,04,10.626236174954673,isda master
32,05,9.530906081323637,bcf
32,06,9.048632252556787,phy
32,07,8.812538663567112,pma
32,08,8.670391958925041,pge
32,09,8.645520597359571,deals enpower
32,10,8.393374781090046,buysell
32,11,8.261153934444947,term transaction
32,12,8.133317266407921,volume transactions
32,13,8.104388653589442,day month
32,14,8.103280169702595,request information
32,15,8.058546292323665,desk total
32,16,7.6892656249923,trade information
32,17,7.589799024369783,use information
32,18,7.561346126156463,master agreement
32,19,7.491950902425376,receipt point
32,20,7.39587633157307,doe
32,21,7.249932986504384,omnibus
32,22,7.1744401648531815,interruptible
32,23,7.08580759790974,transaction shall
32,24,7.069284663435937,bg
33,00,13.459045293709265,texas phone
33,01,13.442486074291732,eb texas
33,02,13.194039617502058,entity addressed
33,03,13.066791803612224,fwd
33,04,12.959465141719019,america eb
33,05,12.761679700714406,individual entity
33,06,12.2002341079849,email error
33,07,12.02248834612094,subject fwd
33,08,11.957838590820495,taylorhouect pm
33,09,11.782243181655831,received esmtp
33,10,11.498706412217778,intl
33,11,11.357921969434813,esmtp
33,12,11.14641588501651,forwarded taylorhouect
33,13,11.009873842757939,contenttype
33,14,10.992761839430504,confidential intended
33,15,10.846168233320672,messageid
33,16,10.844467183036487,mimeversion
33,17,10.588895658495035,inline
33,18,10.277832815498543,technologic
33,19,10.23317935695632,esmtp id
